order_date,sales_region_code,item_code,first_cate_code,second_cate_code,sales_chan_name,item_price,ord_qty
2015/9/10,102,20895,306,407,offline,806.0,36
2015/9/10,102,22046,305,412,offline,1210.0,11
2015/9/10,102,21517,306,407,offline,842.0,300
2015/9/10,102,20774,306,407,offline,842.0,306
2015/9/10,101,21579,306,407,offline,1302.0,25
2015/9/10,102,21099,306,407,offline,477.0,38
2015/9/10,101,20402,303,401,offline,617.0,53
2015/9/10,102,21271,306,407,offline,460.0,21
2015/9/10,104,21565,307,403,offline,1402.0,10
2015/9/10,103,20498,306,407,offline,682.0,57
2015/9/10,101,22047,306,407,offline,1001.0,205
2015/9/10,102,21402,306,407,offline,876.0,29
2015/9/10,103,20459,305,412,offline,1655.0,19
2015/9/10,103,20457,305,412,offline,162.0,21
2015/9/10,103,20514,302,408,offline,782.0,106
2015/9/10,103,20459,305,412,offline,1667.0,11
2015/9/10,103,21703,305,412,offline,417.0,83
2015/9/10,103,20662,305,412,offline,210.0,33
2015/9/10,101,21234,302,408,offline,982.0,33
2015/9/10,101,22041,306,407,offline,801.0,15
2015/9/10,101,21381,306,407,offline,1017.0,82
2015/9/10,102,20977,302,408,offline,498.0,29
2015/9/10,101,21271,306,407,offline,475.0,85
2015/9/10,103,21350,305,412,offline,250.0,33
2015/9/10,101,20230,306,407,offline,869.0,44
2015/9/11,102,20810,306,407,offline,670.0,23
2015/9/11,101,21003,306,407,offline,599.0,105
2015/9/11,101,20260,306,407,offline,604.0,539
2015/9/11,101,20586,306,407,offline,964.0,28
2015/9/11,101,20810,306,407,offline,671.0,206
2015/9/11,101,21297,306,407,offline,1213.0,59
2015/9/11,102,20323,305,412,offline,96.0,106
2015/9/11,102,21881,306,407,offline,516.0,29
2015/9/11,104,20003,301,405,online,742.0,22
2015/9/11,104,20416,301,405,online,769.0,24
2015/9/11,102,20174,303,401,offline,1667.0,20
2015/9/11,102,20680,306,407,offline,1141.0,18
2015/9/11,105,21787,302,408,online,889.0,253
2015/9/11,105,21819,306,402,online,271.0,58
2015/9/11,105,21254,306,402,online,381.0,39
2015/9/11,105,21937,306,407,online,706.0,46
2015/9/11,105,20194,305,412,online,201.0,25
2015/9/11,105,21122,306,407,online,1031.0,112
2015/9/11,105,20650,306,407,online,744.0,48
2015/9/11,102,21542,306,407,offline,676.0,57
2015/9/11,102,22082,305,412,offline,2009.0,6
2015/9/11,102,20082,305,412,offline,1153.0,17
2015/9/11,102,21052,303,401,offline,1509.0,16
2015/9/11,102,20607,306,407,offline,726.0,102
2015/9/11,102,21350,305,412,offline,254.0,101
2015/9/11,102,20989,302,408,offline,1505.0,8
2015/9/11,103,21542,306,407,offline,683.0,107
2015/9/11,103,20916,306,407,offline,486.0,304
2015/9/11,102,20850,306,407,offline,598.0,36
2015/9/11,102,21475,306,407,offline,1287.0,130
2015/9/11,102,20584,306,407,offline,774.0,24
2015/9/11,102,21003,306,407,offline,592.0,57
2015/9/11,102,20498,306,407,offline,673.0,1004
2015/9/11,102,20043,302,408,offline,1218.0,11
2015/9/11,102,21690,303,401,offline,567.0,252
2015/9/11,103,20260,306,407,offline,611.0,306
2015/9/11,103,22041,306,407,offline,805.0,22
2015/9/11,101,20826,302,408,offline,1239.0,124
2015/9/11,105,20354,303,401,offline,1419.0,9
2015/9/11,105,20883,306,407,offline,2315.0,3
2015/9/11,102,20977,302,408,offline,488.0,49
2015/9/11,103,21295,302,408,offline,785.0,32
2015/9/11,102,20230,306,407,offline,876.0,57
2015/9/11,102,20780,306,407,offline,924.0,207
2015/9/11,101,20780,306,407,offline,924.0,58
2015/9/11,101,20584,306,407,offline,786.0,67
2015/9/11,101,20498,306,407,offline,685.0,32
2015/9/11,101,21739,306,407,offline,767.0,36
2015/9/11,101,20498,306,407,offline,676.0,51
2015/9/11,101,22047,306,407,offline,996.0,59
2015/9/11,101,20850,306,407,offline,605.0,82
2015/9/11,101,20964,306,407,offline,1328.0,21
2015/9/11,101,20810,306,407,offline,675.0,7
2015/9/11,101,21381,306,407,offline,1025.0,52
2015/9/11,103,21745,303,401,offline,1718.0,45
2015/9/11,103,21499,303,401,offline,2011.0,27
2015/9/11,102,20977,302,408,offline,497.0,77
2015/9/11,103,20988,303,401,offline,518.0,21
2015/9/11,102,20586,306,407,offline,978.0,39
2015/9/11,102,20230,306,407,offline,864.0,66
2015/9/11,103,20973,306,407,offline,539.0,206
2015/9/11,101,22041,306,407,offline,807.0,79
2015/9/11,103,21790,302,408,offline,3005.0,8
2015/9/12,101,21484,305,412,offline,311.0,49
2015/9/12,101,20354,303,401,offline,1423.0,17
2015/9/12,103,21371,305,412,offline,1817.0,11
2015/9/12,104,20448,308,404,online,962.0,9
2015/9/12,104,21831,308,404,online,1108.0,24
2015/9/12,105,21881,306,407,online,534.0,106
2015/9/12,104,20877,308,404,online,422.0,520
2015/9/12,104,21081,307,403,online,372.0,13
2015/9/12,104,21081,307,403,online,374.0,181
2015/9/12,105,21177,302,408,online,826.0,20
2015/9/12,102,20712,306,407,offline,773.0,32
2015/9/12,102,20810,306,407,offline,671.0,204
2015/9/12,102,21742,303,401,offline,3015.0,5
2015/9/12,102,21588,303,401,offline,1140.0,28
2015/9/12,103,20598,303,401,offline,1465.0,9
2015/9/12,103,20912,305,412,offline,463.0,13
2015/9/12,102,20327,302,408,offline,1350.0,22
2015/9/12,101,20260,306,407,offline,618.0,203
2015/9/12,102,20973,306,407,offline,533.0,206
2015/9/12,103,21499,303,401,offline,2011.0,5
2015/9/12,102,21052,303,401,offline,1518.0,12
2015/9/12,102,21279,302,408,offline,1311.0,55
2015/9/12,102,21993,302,408,offline,1812.0,9
2015/9/12,102,21350,305,412,offline,259.0,158
2015/9/12,103,21588,303,401,offline,1141.0,14
2015/9/12,103,21657,306,407,offline,522.0,159
2015/9/12,101,21402,306,407,offline,869.0,41
2015/9/12,102,20322,306,407,offline,769.0,354
2015/9/12,103,21271,306,407,offline,467.0,255
2015/9/12,103,20973,306,407,offline,544.0,20
2015/9/12,101,21239,306,407,offline,1216.0,24
2015/9/12,101,21579,306,407,offline,1317.0,34
2015/9/12,103,20702,305,412,offline,317.0,10
2015/9/12,101,20283,306,407,offline,601.0,105
2015/9/12,101,21764,302,408,offline,694.0,63
2015/9/12,101,20279,306,407,offline,656.0,54
2015/9/12,103,20226,303,401,offline,930.0,54
2015/9/12,102,22047,306,407,offline,997.0,66
2015/9/12,102,20973,306,407,offline,534.0,82
2015/9/12,102,21644,303,401,offline,313.0,27
2015/9/12,102,20988,303,401,offline,508.0,22
2015/9/12,102,20226,303,401,offline,934.0,17
2015/9/12,102,20226,303,401,offline,931.0,101
2015/9/12,102,20378,306,407,offline,772.0,29
2015/9/12,101,21297,306,407,offline,1205.0,301
2015/9/12,102,20322,306,407,offline,768.0,41
2015/9/12,102,20973,306,407,offline,532.0,107
2015/9/12,102,20302,305,412,offline,363.0,59
2015/9/12,102,22035,305,412,offline,2016.0,7
2015/9/13,101,22035,305,412,offline,2013.0,58
2015/9/13,101,20579,306,407,offline,619.0,54
2015/9/13,101,20663,306,407,offline,667.0,157
2015/9/13,102,20671,306,407,offline,946.0,39
2015/9/13,102,20260,306,407,offline,610.0,404
2015/9/13,101,21971,303,401,offline,1258.0,1006
2015/9/13,104,21088,301,405,online,779.0,21
2015/9/13,104,21081,307,403,online,363.0,48
2015/9/13,102,21744,302,408,offline,568.0,107
2015/9/13,102,20608,302,408,offline,1214.0,34
2015/9/13,102,20322,306,407,offline,768.0,108
2015/9/13,102,20571,306,407,offline,772.0,63
2015/9/13,102,20457,305,412,offline,156.0,105
2015/9/13,102,21600,306,407,offline,642.0,203
2015/9/13,102,21610,306,407,offline,608.0,59
2015/9/13,102,20279,306,407,offline,650.0,34
2015/9/13,102,20576,302,408,offline,1012.0,22
2015/9/13,102,21258,302,408,offline,959.0,10
2015/9/13,102,21347,303,401,offline,1130.0,29
2015/9/13,102,20810,306,407,offline,673.0,34
2015/9/13,102,20973,306,407,offline,545.0,358
2015/9/13,101,21413,303,401,offline,1407.0,37
2015/9/13,101,20174,303,401,offline,1650.0,22
2015/9/13,101,21484,305,412,offline,308.0,26
2015/9/13,101,21703,305,412,offline,421.0,21
2015/9/13,102,20082,305,412,offline,1160.0,14
2015/9/13,102,21413,303,401,offline,1410.0,28
2015/9/13,102,20518,305,412,offline,1070.0,28
2015/9/13,101,21517,306,407,offline,836.0,39
2015/9/13,101,21121,305,412,offline,251.0,309
2015/9/13,101,21588,303,401,offline,1138.0,43
2015/9/14,101,21613,302,408,offline,898.0,408
2015/9/14,105,20200,305,412,online,543.0,95
2015/9/14,105,20547,305,412,online,644.0,54
2015/9/14,105,20174,303,401,online,1655.0,52
2015/9/14,105,20082,305,412,online,1163.0,35
2015/9/14,101,21379,305,412,offline,983.0,205
2015/9/14,102,22046,305,412,offline,1205.0,55
2015/9/14,105,20591,302,408,online,483.0,251
2015/9/14,105,20201,302,408,online,921.0,42
2015/9/14,105,21177,302,408,online,833.0,322
2015/9/14,102,20571,306,407,offline,763.0,19
2015/9/14,102,20973,306,407,offline,536.0,252
2015/9/14,104,21566,307,403,online,185.0,11
2015/9/14,105,20413,306,407,online,835.0,130
2015/9/14,104,20944,301,405,online,498.0,37
2015/9/14,104,22021,307,403,online,429.0,124
2015/9/14,104,21061,308,404,online,642.0,754
2015/9/14,102,21519,303,401,offline,1024.0,25
2015/9/14,102,20354,303,401,offline,1422.0,10
2015/9/14,102,21787,302,408,offline,881.0,58
2015/9/14,102,21019,302,408,offline,894.0,89
2015/9/14,101,20656,305,412,offline,386.0,67
2015/9/14,101,21017,305,412,offline,655.0,38
2015/9/14,101,22035,305,412,offline,2017.0,26
2015/9/14,101,22046,305,412,offline,1211.0,33
2015/9/14,101,21121,305,412,offline,253.0,63
2015/9/14,103,20912,305,412,offline,465.0,29
2015/9/15,105,20174,303,401,online,2519.24,15
2015/9/15,104,21049,304,409,offline,1855.0,5
2015/9/15,105,20208,302,408,online,1014.0,127
2015/9/15,103,20780,306,407,offline,922.0,32
2015/9/15,102,22001,303,401,offline,1713.0,27
2015/9/15,103,20560,306,407,offline,773.0,176
2015/9/15,102,22047,306,407,offline,994.0,81
2015/9/15,102,20663,306,407,offline,655.0,69
2015/9/15,101,20260,306,407,offline,613.0,204
2015/9/15,101,20844,303,401,offline,2343.0,104
2015/9/15,101,21659,306,407,offline,694.0,225
2015/9/15,104,20986,304,409,offline,1269.0,6
2015/9/15,104,21422,308,404,online,628.0,7
2015/9/15,103,21395,302,408,offline,903.0,26
2015/9/15,102,21517,306,407,offline,845.0,201
2015/9/15,101,20989,302,408,offline,1516.0,56
2015/9/15,101,20988,303,401,offline,506.0,16
2015/9/15,103,20576,302,408,offline,1004.0,207
2015/9/15,101,20844,303,401,offline,2349.0,24
2015/9/15,101,22047,306,407,offline,992.0,83
2015/9/15,101,20230,306,407,offline,867.0,75
2015/9/15,103,21327,302,408,offline,2916.0,56
2015/9/16,101,21057,303,401,offline,1041.0,16
2015/9/16,101,21028,306,407,offline,1101.0,26
2015/9/16,101,21588,303,401,offline,1138.0,39
2015/9/16,101,20009,306,407,offline,676.0,159
2015/9/16,101,20713,305,412,offline,794.0,43
2015/9/16,105,20457,305,412,online,157.0,102
2015/9/16,105,21053,306,407,online,606.0,113
2015/9/16,101,20844,303,401,offline,2352.0,57
2015/9/16,105,20487,303,401,online,1224.24,13
2015/9/16,103,20916,306,407,offline,490.0,205
2015/9/16,103,20988,303,401,offline,507.0,29
2015/9/16,104,20003,301,405,online,733.0,116
2015/9/16,104,21277,308,404,online,989.0,28
2015/9/16,101,21028,306,407,offline,1104.0,49
2015/9/16,102,21912,302,408,offline,752.0,24
2015/9/16,102,21379,305,412,offline,988.0,39
2015/9/16,101,21511,306,407,offline,723.0,203
2015/9/16,102,20230,306,407,offline,869.0,51
2015/9/16,102,20977,302,408,offline,487.0,125
2015/9/16,103,21499,303,401,offline,2016.0,9
2015/9/16,103,20459,305,412,offline,1662.0,9
2015/9/16,103,21920,305,412,offline,764.0,12
2015/9/16,101,22046,305,412,offline,1217.0,13
2015/9/16,101,21121,305,412,offline,249.0,59
2015/9/16,101,21347,303,401,offline,1104.0,47
2015/9/16,102,21644,303,401,offline,315.0,24
2015/9/16,102,20402,303,401,offline,609.0,11
2015/9/16,102,21347,303,401,offline,1141.0,45
2015/9/16,102,21279,302,408,offline,1319.0,19
2015/9/16,102,20584,306,407,offline,773.0,156
2015/9/16,103,21370,306,407,offline,646.0,104
2015/9/16,103,20810,306,407,offline,674.0,44
2015/9/16,101,21475,306,407,offline,1207.0,26
2015/9/16,101,21517,306,407,offline,853.0,21
2015/9/16,101,21739,306,407,offline,771.0,21
2015/9/17,105,20007,305,412,online,91.0,18
2015/9/17,105,21461,305,412,online,421.0,4
2015/9/17,102,21830,305,412,offline,893.0,54
2015/9/17,105,21619,306,402,online,263.0,185
2015/9/17,105,21861,306,407,online,1158.0,14
2015/9/17,104,20911,301,405,online,1030.0,36
2015/9/17,104,21315,307,403,online,379.0,43
2015/9/17,102,20663,306,407,offline,669.0,51
2015/9/17,104,21422,308,404,online,630.0,109
2015/9/17,102,20230,306,407,offline,868.0,39
2015/9/17,102,21273,302,408,offline,2706.0,42
2015/9/17,102,21745,303,401,offline,1713.0,51
2015/9/17,101,20441,306,407,offline,1245.0,25
2015/9/17,103,21347,303,401,offline,1135.0,102
2015/9/17,103,20774,306,407,offline,840.0,54
2015/9/17,101,20973,306,407,offline,539.0,101
2015/9/17,103,21052,303,401,offline,1513.0,44
2015/9/17,101,21745,303,401,offline,1716.0,109
2015/9/17,101,21657,306,407,offline,523.0,503
2015/9/17,101,22068,302,408,offline,941.0,129
2015/9/17,101,21052,303,401,offline,1505.0,104
2015/9/17,101,21347,303,401,offline,1138.0,34
2015/9/18,103,20338,302,408,offline,920.0,34
2015/9/18,102,21347,303,401,offline,1134.0,156
2015/9/18,104,21550,301,405,online,1002.0,14
2015/9/18,105,21744,302,408,online,559.0,8
2015/9/18,101,21673,305,412,offline,308.4,14
2015/9/18,101,20200,305,412,offline,555.0,103
2015/9/18,104,20085,301,405,online,904.0,124
2015/9/18,104,20944,301,405,online,486.0,21
2015/9/18,104,21566,307,403,online,201.0,208
2015/9/18,104,20065,308,404,online,1102.0,32
2015/9/18,104,21183,307,403,online,433.0,33
2015/9/18,104,20949,307,403,online,522.0,16
2015/9/18,103,20713,305,412,offline,782.0,22
2015/9/18,101,20774,306,407,offline,831.0,56
2015/9/18,103,20695,305,412,offline,1602.0,11
2015/9/18,101,20550,303,401,offline,1336.0,12
2015/9/18,101,21347,303,401,offline,1136.0,13
2015/9/18,102,20571,306,407,offline,774.0,127
2015/9/18,102,21744,302,408,offline,557.0,85
2015/9/18,102,21912,302,408,offline,751.0,28
2015/9/18,102,21297,306,407,offline,1204.0,8
2015/9/18,101,20260,306,407,offline,612.0,37
2015/9/18,101,20518,305,412,offline,1063.0,9
2015/9/18,101,21518,305,412,offline,425.0,52
2015/9/18,101,20457,305,412,offline,167.0,86
2015/9/18,104,20778,307,403,online,693.0,2
2015/9/18,101,20656,305,412,offline,388.0,109
2015/9/18,101,20702,305,412,offline,305.0,38
2015/9/18,101,21413,303,401,offline,1408.0,108
2015/9/18,101,20342,305,412,offline,125.0,101
2015/9/19,101,20092,306,407,offline,731.0,15
2015/9/19,101,20327,302,408,offline,1341.0,10
2015/9/19,101,21985,305,412,offline,789.0,105
2015/9/19,101,20481,306,407,offline,498.0,109
2015/9/19,101,21858,306,407,offline,1104.0,83
2015/9/19,105,21673,305,412,online,303.4,33
2015/9/19,105,20139,306,407,online,503.0,51
2015/9/19,105,20637,306,407,online,1065.0,14
2015/9/19,101,22031,305,412,offline,284.0,33
2015/9/19,101,21001,305,412,offline,917.0,49
2015/9/19,102,20608,302,408,offline,1205.0,14
2015/9/19,102,21554,302,408,offline,1253.0,31
2015/9/19,103,20013,303,401,offline,4164.0,8
2015/9/19,104,20219,301,405,online,412.0,183
2015/9/19,104,20416,301,405,online,763.0,50
2015/9/19,105,21861,306,407,online,1167.0,24
2015/9/19,103,21659,306,407,offline,703.0,53
2015/9/19,101,20591,302,408,offline,496.0,206
2015/9/19,103,20483,305,412,offline,298.0,74
2015/9/19,103,22046,305,412,offline,1201.0,29
2015/9/19,103,21610,306,407,offline,608.0,57
2015/9/19,103,21533,306,407,offline,1117.0,15
2015/9/19,103,21271,306,407,offline,469.0,34
2015/9/19,102,20279,306,407,offline,656.0,48
2015/9/19,102,21644,303,401,offline,307.0,87
2015/9/19,102,20550,303,401,offline,1330.0,29
2015/9/19,102,21519,303,401,offline,1030.0,106
2015/9/19,102,20354,303,401,offline,1420.0,42
2015/9/19,102,20576,302,408,offline,1006.0,11
2015/9/19,102,21619,306,402,offline,266.0,29
2015/9/19,102,21616,306,407,offline,742.0,17
2015/9/19,101,21293,306,407,offline,1467.0,12
2015/9/19,101,20591,302,408,offline,495.0,101
2015/9/19,101,20518,305,412,offline,1061.0,97
2015/9/19,101,20279,306,407,offline,654.0,751
2015/9/19,101,20020,305,412,offline,1902.0,6
2015/9/19,101,20584,306,407,offline,778.0,384
2015/9/19,101,22001,303,401,offline,1705.0,9
2015/9/19,101,20844,303,401,offline,2353.0,109
2015/9/19,101,21350,305,412,offline,254.0,204
2015/9/19,102,21347,303,401,offline,1134.0,13
2015/9/19,101,21413,303,401,offline,1406.0,17
2015/9/19,101,20226,303,401,offline,932.0,14
2015/9/19,101,21057,303,401,offline,1034.0,16
2015/9/20,101,20973,306,407,offline,547.0,205
2015/9/20,101,21381,306,407,offline,1022.0,107
2015/9/20,104,21636,307,403,online,365.0,19
2015/9/20,104,22050,308,404,online,1007.0,101
2015/9/20,104,20437,307,403,online,201.0,25
2015/9/20,104,21566,307,403,online,181.0,11
2015/9/20,101,20547,305,412,offline,639.0,265
2015/9/20,105,20208,302,408,online,998.0,25
2015/9/20,105,20007,305,412,online,100.0,40
2015/9/20,105,20413,306,407,online,836.0,204
2015/9/20,105,20900,306,407,online,745.0,51
2015/9/20,105,20650,306,407,online,740.0,179
2015/9/20,104,21277,308,404,online,990.0,107
2015/9/20,103,20338,302,408,offline,917.0,56
2015/9/20,102,21554,302,408,offline,1260.0,21
2015/9/20,102,20608,302,408,offline,1206.0,37
2015/9/20,103,20354,303,401,offline,1412.0,17
2015/9/20,101,20780,306,407,offline,935.0,15
2015/9/20,102,20020,305,412,offline,1909.0,15
2015/9/20,102,21987,305,412,offline,558.0,21
2015/9/20,102,21703,305,412,offline,410.0,28
2015/9/20,102,20378,306,407,offline,773.0,50
2015/9/20,102,21952,306,407,offline,468.0,1554
2015/9/20,102,21258,302,408,offline,962.0,24
2015/9/20,102,21402,306,407,offline,875.0,9
2015/9/20,101,21888,306,407,offline,1059.0,52
2015/9/20,104,20085,301,405,offline,1007.0,5
2015/9/20,104,20316,301,405,offline,862.0,6
2015/9/20,104,22069,307,403,offline,1103.0,2
2015/9/20,101,21739,306,407,offline,761.0,82
2015/9/20,101,20989,302,408,offline,1503.0,51
2015/9/20,101,21271,306,407,offline,459.0,307
2015/9/20,101,21381,306,407,offline,1029.0,109
2015/9/20,101,20498,306,407,offline,679.0,86
2015/9/21,102,21920,305,412,offline,766.0,18
2015/9/21,102,21533,306,407,offline,1102.0,35
2015/9/21,102,20845,306,407,offline,737.0,37
2015/9/21,104,21566,307,403,online,190.0,25
2015/9/21,104,21315,307,403,online,365.0,4
2015/9/21,104,21061,308,404,online,631.0,70
2015/9/21,102,21619,306,402,offline,269.0,62
2015/9/21,104,21549,307,403,offline,323.0,2
2015/9/21,103,20392,306,407,offline,652.0,408
2015/9/21,101,21413,303,401,offline,1413.0,61
2015/9/21,101,21579,306,407,offline,1314.0,25
2015/9/22,102,20973,306,407,offline,548.0,604
2015/9/22,102,21692,306,407,offline,872.0,10
2015/9/22,105,20189,305,412,online,240.0,100
2015/9/22,101,21598,305,412,offline,468.0,751
2015/9/22,105,21857,302,408,online,1003.0,9
2015/9/22,105,21254,306,402,online,388.0,106
2015/9/22,102,21052,303,401,offline,1510.0,20
2015/9/22,102,20694,305,412,offline,1400.0,16
2015/9/22,102,20283,306,407,offline,606.0,154
